Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,1,2,Graduation,91652,26,0,40,40,80,90,0,1
Married,2,1,Graduation,81206,31,0,33,0,40,87,0,1
Married,0,0,Master,98730,33,196,16,110,28,21,26,1
Single,0,0,Graduation,59163,37,139,8,54,12,14,8,1
Married,0,0,Graduation,108551,43,211,9,116,36,27,15,1
Single,0,0,Graduation,67696,58,141,15,64,28,16,13,1
Married,0,1,Master,68695,41,77,12,68,44,35,3,1
Together,2,1,Master,68230,27,0,38,0,43,56,0,1
Together,2,1,Master,48941,33,0,31,0,29,54,0,1
Married,0,1,Master,65864,11,66,11,58,43,31,10,1
Married,0,0,Basic,54193,41,106,10,40,11,10,12,1
Single,1,0,PhD,103246,15,105,56,44,27,49,16,1
Married,2,0,Graduation,72012,24,0,35,0,24,50,0,1
Single,0,0,Master,86265,27,170,16,84,35,23,18,1
Married,0,0,Graduation,71502,28,157,11,82,19,15,17,1
Single,0,0,Graduation,47608,30,79,12,41,18,14,8,1
Single,0,0,Master,78182,77,164,18,67,22,20,20,0
Married,0,0,Graduation,60327,43,106,16,71,22,9,14,1
Single,0,0,Graduation,57044,62,108,10,68,28,15,14,0
Married,0,1,Master,110473,45,115,16,109,77,42,13,1
Single,1,0,Graduation,72067,48,66,36,29,26,28,6,0
Single,0,0,Graduation,50695,53,110,11,35,22,19,12,0
Married,2,2,Graduation,83981,52,0,51,0,81,101,0,1
Single,1,0,Graduation,48933,46,42,23,26,16,32,4,1
Single,0,0,Master,43688,18,74,8,41,17,14,5,0
Married,1,2,Basic,76387,24,0,25,41,73,76,0,0
Single,0,0,Graduation,67422,27,128,10,60,20,23,12,0
Together,0,2,Graduation,63041,12,0,19,70,75,60,0,1
Single,0,0,Graduation,38018,52,75,11,29,13,11,8,0
Single,1,0,Graduation,58270,8,44,15,22,15,23,5,0
Married,1,2,Graduation,75883,29,0,34,36,81,69,0,1
Single,0,0,PhD,62516,19,127,11,71,17,17,19,1
Single,0,0,Master,70633,40,134,13,75,24,22,8,1
Single,0,0,Master,93254,52,181,14,73,28,24,18,0
Single,1,0,Graduation,66399,28,60,30,26,22,37,9,1
Together,2,2,Graduation,74765,4,0,58,0,80,96,0,1
Single,0,0,Basic,43402,40,78,3,44,12,13,12,0
Married,0,0,Graduation,57233,53,117,13,50,20,13,12,0
Together,2,1,Master,64576,33,0,37,0,56,70,0,1
Married,0,0,Graduation,88823,40,194,20,101,19,22,13,1
Together,2,2,Graduation,64540,10,0,36,0,61,84,0,1
Single,0,0,Graduation,59966,37,138,12,46,15,10,8,1
Widow,0,0,Graduation,70416,53,142,11,65,21,16,21,1
Single,0,0,2n Cycle,38928,44,75,8,38,10,12,10,0
Married,0,0,Graduation,93510,44,189,18,78,26,26,21,1
Married,2,0,Graduation,69878,27,0,50,0,28,56,0,1
Single,0,0,Graduation,55026,27,104,14,64,23,10,15,0
Married,1,1,Graduation,74195,62,0,27,34,55,50,0,1
Married,2,0,Master,72056,44,0,43,0,20,59,0,1
Single,0,0,Master,74693,46,179,11,81,20,14,14,0
Single,0,0,Master,59731,41,116,16,55,16,20,13,1
Married,0,1,Graduation,74853,58,79,18,72,53,46,7,1
Married,0,2,Graduation,72211,20,0,16,72,64,59,0,1
Widow,0,0,PhD,122832,47,263,26,126,48,29,17,1
Married,0,0,2n Cycle,96656,40,180,12,92,28,30,25,1
Widow,0,0,Graduation,89812,37,187,13,76,33,24,20,1
Married,2,1,Graduation,71675,23,0,41,0,47,58,0,1
Single,0,0,Graduation,75045,62,145,15,93,25,17,9,1
Single,0,0,Basic,61568,15,131,11,74,20,13,14,1
Married,1,0,Master,72946,62,66,37,39,29,34,7,1
Married,1,2,Graduation,48255,45,0,14,19,47,45,0,1
Single,0,0,Graduation,34454,47,48,6,29,12,9,9,0
Single,0,0,Graduation,61214,40,111,17,58,13,19,11,1
Widow,1,0,Graduation,70425,37,67,30,33,27,39,5,0
Married,0,2,Graduation,64838,40,0,6,74,70,45,0,0
Married,1,2,2n Cycle,55930,47,0,20,27,57,49,0,0
Married,0,1,Graduation,60278,46,60,16,57,44,28,3,0
Single,0,0,Master,79822,46,151,16,74,31,12,14,0
Single,0,0,Graduation,17562,48,25,5,22,6,4,3,1
Single,0,0,Graduation,71824,15,143,19,57,21,17,14,1
Single,0,0,Graduation,58859,19,116,16,69,19,15,16,1
Married,0,2,Graduation,94611,47,0,8,97,92,86,0,1
Married,2,0,Graduation,76994,39,0,46,0,30,54,0,0
Together,2,2,2n Cycle,35003,38,0,14,0,45,39,0,1
Together,0,2,Master,44926,47,0,6,39,50,22,0,0
Single,0,0,Graduation,45863,54,95,4,50,9,11,8,1
Married,1,1,Master,83969,44,0,27,49,67,64,0,0
Married,0,1,Graduation,47306,27,31,6,42,21,21,7,1
Together,0,2,Master,74655,41,0,14,65,69,52,0,1
Single,0,0,Graduation,73536,49,140,15,85,24,27,14,0
Married,0,2,2n Cycle,60080,53,0,15,64,66,41,0,1
Married,0,1,Master,66679,0,46,17,51,55,25,6,1
Single,1,0,Graduation,30735,77,40,9,11,10,14,4,0
Single,0,0,2n Cycle,80651,54,193,15,74,17,23,13,1
Married,0,1,2n Cycle,95401,39,109,15,105,56,43,8,1
Married,2,1,Master,98297,10,0,62,0,64,85,0,1
Single,0,0,Master,65850,39,147,11,64,24,23,15,1
Married,0,0,Master,79195,47,164,14,86,24,27,19,1
Single,0,0,PhD,90284,66,182,17,80,27,20,32,1
Married,1,2,Graduation,75199,50,0,25,26,77,63,0,0
Single,0,0,Graduation,16260,57,32,3,16,8,3,4,1
Together,0,0,Graduation,79771,52,156,21,85,24,19,9,0
Single,1,0,PhD,98284,38,104,35,53,29,50,4,1
Single,0,0,Graduation,79076,26,153,18,70,24,22,19,1
Single,0,0,PhD,86784,29,187,19,82,37,22,16,1
Single,1,0,2n Cycle,72371,52,70,42,38,25,41,6,1
Married,1,0,Master,58807,49,55,17,37,22,22,5,0
Single,0,0,Graduation,61596,34,137,12,54,20,16,11,1
Together,2,0,Master,62970,22,0,36,0,22,51,0,1
Single,0,0,Basic,71770,52,151,16,71,25,17,25,1
Single,0,0,2n Cycle,60759,39,130,15,60,16,13,18,0
Single,0,0,2n Cycle,55614,32,118,9,75,11,12,16,0
Single,1,0,Graduation,47731,45,42,16,22,11,20,3,0
Single,1,0,Graduation,47110,50,48,16,26,12,26,7,0
Married,0,0,PhD,73071,26,127,5,63,18,13,20,0
Married,0,1,Graduation,84177,31,78,11,87,49,39,7,1
Married,0,1,2n Cycle,76969,48,96,10,77,53,43,4,1
Married,0,1,Graduation,76751,60,83,12,84,65,42,12,0
Married,0,2,Basic,71867,37,0,14,63,72,40,0,1
Single,0,0,Master,57917,36,129,14,62,13,16,15,1
Married,0,2,Master,52344,22,0,17,40,54,35,0,0
Widow,0,0,PhD,105249,39,196,27,110,35,28,22,1
Married,0,0,Graduation,72156,42,153,21,72,18,16,15,1
Married,1,1,Basic,72492,0,0,24,33,52,47,0,1
Single,0,0,Graduation,69391,17,142,7,80,24,13,6,1
Married,0,1,Graduation,71897,3,69,17,61,49,44,9,1
Married,0,2,PhD,93083,30,0,17,98,103,64,0,1
Married,2,0,2n Cycle,89136,46,0,47,0,34,71,0,1
Widow,0,0,2n Cycle,68648,56,121,18,75,32,16,15,1
Single,0,0,Master,81051,22,150,24,86,24,26,18,1
Single,0,0,Master,74636,28,150,19,69,19,31,17,0
Married,2,1,Graduation,47880,10,0,32,0,26,46,0,1
Together,2,2,Master,53289,26,0,31,0,68,55,0,0
Single,1,0,2n Cycle,57405,53,52,22,22,23,31,2,1
Single,0,0,PhD,72534,59,145,18,57,19,14,10,1
Single,0,0,Graduation,48748,34,95,13,54,8,14,10,1
Single,0,0,2n Cycle,74061,44,140,11,65,31,18,16,1
Married,0,0,Graduation,50568,33,112,2,53,13,15,9,0
Married,0,1,Graduation,70020,38,79,12,63,42,37,7,1
Single,1,0,Graduation,49889,30,52,21,24,12,25,5,1
Single,0,0,Master,92241,32,164,13,104,38,19,16,1
Single,0,0,Graduation,100762,20,176,25,91,36,31,20,1
Single,1,0,Master,65331,0,70,27,41,22,39,10,1
Married,2,0,Graduation,85729,25,0,57,0,25,56,0,1
Widow,0,0,Basic,84046,46,161,14,77,29,24,21,1
Together,0,1,PhD,96480,38,96,23,89,75,61,11,1
Single,0,0,Master,81865,19,164,22,75,23,25,22,1
Together,2,1,2n Cycle,34407,0,0,21,0,18,30,0,1
Married,1,2,Graduation,90644,24,0,37,42,97,83,0,1
Married,0,1,Graduation,78389,19,86,17,86,37,31,6,1
Married,1,0,Graduation,69564,31,74,28,30,32,32,5,1
Single,0,0,Graduation,61828,26,112,7,70,23,21,18,0
Single,0,0,Graduation,66867,19,123,9,75,25,19,11,1
Single,0,0,Graduation,59189,61,114,13,73,17,10,6,1
Single,0,0,2n Cycle,52676,51,98,11,57,12,13,8,0
Single,0,0,Master,55334,44,101,10,58,21,13,12,1
Married,1,0,Graduation,80652,50,93,30,33,35,41,4,1
Married,0,1,Graduation,70576,38,77,16,75,50,32,5,1
Married,0,1,Master,68106,32,63,14,72,44,36,8,1
Single,0,0,Master,71466,67,140,11,84,22,12,19,1
Widow,0,0,Graduation,78642,67,172,16,75,24,16,13,1
Together,1,1,Master,80587,16,0,25,52,48,68,0,1
Married,0,2,Master,79551,36,0,19,89,73,63,0,0
Widow,0,0,Graduation,87252,43,167,16,82,27,20,11,1
Married,0,1,Graduation,68903,51,73,6,76,56,32,8,0
Widow,0,0,Master,81982,25,138,7,84,36,26,13,1
Single,0,0,Graduation,67163,62,141,8,53,26,17,11,1
Single,0,0,Graduation,68807,29,144,10,60,21,28,12,1
Single,0,0,Master,88174,39,173,16,88,23,15,17,1
Single,0,0,Graduation,78715,25,174,14,64,26,29,20,1
Single,0,0,Graduation,62345,35,135,14,61,15,15,15,1
Married,0,2,Graduation,51847,19,0,11,42,52,46,0,1
Married,0,0,Graduation,83260,27,165,17,96,30,28,21,1
Married,2,2,Graduation,80917,33,0,58,0,95,103,0,0
Single,0,0,Graduation,66255,42,136,12,59,20,22,16,0
Together,0,0,Master,84598,71,154,23,75,31,22,22,0
Married,2,1,Master,74471,24,0,37,0,53,64,0,0
Single,0,0,Graduation,39074,34,77,8,46,11,9,6,1
Married,0,1,PhD,76884,29,78,15,75,48,43,10,1
Single,1,0,2n Cycle,14546,41,15,6,2,4,8,4,0
Single,0,0,Graduation,69657,47,162,16,86,21,24,15,1
Together,0,0,Graduation,65009,37,133,12,63,18,20,9,1
Single,0,0,Graduation,75910,23,135,15,71,17,16,8,1
Married,0,1,Graduation,84303,50,73,17,78,48,50,6,1
Together,0,2,Basic,45652,53,0,6,43,50,43,0,0
Married,0,2,Graduation,60632,27,0,8,50,61,53,0,1
Single,0,0,Graduation,51183,67,114,8,57,21,11,20,0
Single,0,0,Master,98726,32,203,16,89,34,27,11,1
Single,0,0,Master,67729,58,137,18,69,17,19,11,0
Married,1,2,Master,75898,13,0,34,39,71,82,0,0
Married,2,1,Graduation,77371,62,0,43,0,44,74,0,0
Single,0,0,Graduation,39202,19,70,10,53,13,10,8,1
Widow,0,0,Basic,59041,27,122,20,64,22,18,13,1
Married,2,2,Graduation,60150,56,0,36,0,74,71,0,1
Single,0,0,Master,54004,18,116,14,63,17,16,11,1
Married,2,0,Graduation,69067,29,0,31,0,26,59,0,1
Married,0,0,2n Cycle,68708,35,132,11,74,18,12,12,1
Single,0,0,Graduation,44175,46,83,10,43,14,11,12,0
Single,0,0,Graduation,57516,48,122,12,69,17,17,8,0
Together,2,2,Graduation,67199,19,0,36,0,77,93,0,1
Married,1,1,Graduation,79773,43,0,29,45,55,76,0,1
Married,1,1,Graduation,68907,54,0,30,27,53,48,0,0
Married,2,2,PhD,94950,11,0,49,0,85,120,0,1
Single,0,0,Graduation,57716,17,112,12,63,20,18,12,1
Single,0,0,Master,89222,30,193,11,95,27,26,17,1
Married,2,0,Master,88160,35,0,53,0,39,66,0,0
Single,0,0,Master,59932,46,113,20,67,23,12,13,1
Single,0,0,Graduation,55570,57,113,13,58,19,19,8,1
Together,0,2,Basic,58884,62,0,12,52,58,48,0,0
Widow,0,0,Graduation,70124,46,153,6,55,23,18,19,1
Married,0,2,Graduation,44049,29,0,3,45,49,35,0,0
Together,0,1,2n Cycle,65435,27,65,10,63,36,31,4,0
Single,0,0,Graduation,57250,41,108,13,63,25,14,14,1
Widow,0,0,Master,95197,53,179,16,102,35,21,17,1
Single,0,0,PhD,80612,32,162,15,73,26,16,15,1
Widow,0,0,Graduation,87688,50,186,15,103,38,12,15,0
Widow,0,0,Graduation,115785,22,246,30,113,45,39,28,1
Married,1,0,Master,99231,34,119,32,57,41,44,7,1
Widow,0,0,Graduation,72739,19,134,20,74,34,22,11,0
Married,1,0,2n Cycle,74347,29,61,32,37,19,39,5,1
Single,0,0,Graduation,64764,65,135,16,56,26,12,14,0
Married,0,2,Master,84025,35,0,22,85,91,64,0,0
Married,1,1,Graduation,49486,33,0,22,25,35,32,0,0
Single,0,0,Graduation,78816,46,160,11,74,26,15,16,1
Married,1,2,Graduation,38420,38,0,18,24,38,34,0,0
Widow,0,0,Master,84743,46,176,15,97,23,24,18,0
Single,0,0,PhD,53650,48,110,7,50,11,12,13,1
Married,2,2,Graduation,62447,8,0,38,0,63,80,0,1
Together,2,1,PhD,86144,4,0,47,0,66,69,0,1
Together,0,1,Graduation,79029,47,71,16,69,47,44,7,1
Widow,0,0,Graduation,93329,21,169,18,96,28,26,14,1
Married,1,1,PhD,87104,36,0,39,35,52,62,0,1
Widow,0,0,Graduation,92857,55,198,18,92,17,19,14,1
Married,1,2,Graduation,72060,12,0,25,30,70,67,0,1
Single,0,0,Graduation,52317,34,109,9,52,14,14,8,0
Married,2,2,Master,85599,19,0,52,0,90,108,0,0
Married,1,1,Master,66237,20,0,23,30,50,50,0,1
Single,0,0,Master,68002,29,132,16,65,20,20,10,1
Married,0,1,Graduation,65819,30,64,11,66,43,37,8,1
Married,0,1,Master,56749,27,57,9,62,40,21,2,0
Single,0,0,Graduation,67943,50,125,12,80,21,11,21,0
Married,0,1,Graduation,75159,38,75,13,93,44,47,6,1
Married,2,0,Master,97257,8,0,60,0,48,67,0,1
Married,1,0,Graduation,44973,66,49,21,16,13,14,5,0
Single,0,0,2n Cycle,47300,40,97,10,32,19,8,9,1
Single,0,0,Graduation,79919,40,157,17,84,21,18,11,1
Single,0,0,Graduation,70943,35,139,19,61,25,20,15,1
Together,0,2,Graduation,76865,32,0,16,71,83,58,0,1
Single,0,0,2n Cycle,79776,28,174,15,83,28,18,15,1
Married,0,2,Graduation,61533,13,0,7,59,69,33,0,1
Single,0,0,Basic,37036,41,64,8,39,22,9,10,1
Single,0,0,Master,82839,63,160,17,80,33,29,17,1
Together,0,1,Graduation,75506,45,64,12,82,56,39,4,0
Married,1,2,2n Cycle,66121,46,0,21,33,49,75,0,1
Single,0,0,Master,67694,34,138,14,67,18,13,12,1
Married,2,0,Master,65435,21,0,34,0,19,54,0,1
Single,0,0,Basic,73676,34,149,16,80,20,24,11,1
Married,1,0,Graduation,103396,42,108,44,42,38,52,10,1
Married,0,0,PhD,106756,54,222,21,104,40,25,27,1
Single,0,0,Graduation,72793,38,134,13,69,23,20,14,1
Single,0,0,PhD,88848,20,156,13,88,32,19,26,1
Single,0,0,Graduation,67965,57,125,8,69,16,19,7,1
Together,2,0,Graduation,39560,52,0,19,0,15,28,0,1
Widow,0,0,Graduation,70863,50,138,8,51,24,18,14,1
Single,0,0,2n Cycle,70296,64,115,19,67,22,12,23,1
Married,2,1,Master,67295,0,0,46,0,54,81,0,0
Single,0,0,PhD,82331,27,169,14,78,30,20,13,1
Single,0,0,PhD,97354,40,195,25,100,28,22,11,1
Married,0,0,Master,97594,24,168,19,92,43,22,25,1
Together,0,0,Master,87057,55,158,18,71,29,21,15,0
Widow,0,0,Master,89255,23,159,15,81,26,20,25,1
Married,0,1,Master,91966,55,97,17,105,63,53,10,1
Single,0,0,Graduation,59379,31,127,12,64,19,13,12,1
Married,2,2,Graduation,98546,41,0,55,0,102,102,0,1
Single,0,0,Graduation,39138,33,60,4,39,12,12,8,0
Married,0,2,Master,81019,0,0,16,88,92,68,0,1
Single,0,0,Master,62932,45,122,13,49,23,12,15,1
Married,0,0,Master,90236,51,162,19,85,21,22,13,1
Single,1,0,Graduation,57907,23,51,27,26,19,29,4,0
Single,0,0,Master,106271,63,214,29,104,41,32,15,1
Together,1,1,PhD,96735,50,0,35,45,68,73,0,1
Single,1,0,Graduation,48021,37,55,19,24,15,24,6,0
Married,2,2,PhD,50009,29,0,33,0,61,55,0,1
Single,0,0,Graduation,45930,45,95,9,44,13,7,6,1
Single,0,0,Graduation,71422,52,158,7,70,18,18,10,1
Single,0,0,Master,66050,56,118,24,68,27,15,13,0
Single,0,0,Graduation,54394,19,113,12,45,11,13,11,1
Together,0,0,Graduation,55149,69,125,15,49,25,11,6,0
Single,0,0,Graduation,75447,60,164,16,89,29,16,10,1
Widow,0,0,Basic,60033,28,119,10,66,26,14,15,1
Married,0,2,Graduation,66473,55,0,8,68,77,40,0,1
Married,1,2,Graduation,87917,54,0,42,46,70,75,0,1
Married,0,0,PhD,113430,12,235,25,94,40,27,17,1
Married,0,1,2n Cycle,51291,50,49,5,65,30,27,3,1
Married,1,0,Graduation,90672,49,87,43,47,29,48,15,0
Single,1,0,PhD,78342,42,75,30,35,25,48,8,1
Single,0,0,PhD,93772,58,172,15,98,34,37,21,1
Together,0,1,Master,82833,39,92,19,89,60,47,6,1
Together,1,1,Graduation,66300,40,0,35,37,43,52,0,0
Together,1,1,Graduation,66935,4,0,22,28,49,48,0,1
Married,1,2,Graduation,83024,16,0,31,40,72,92,0,1
Married,0,1,2n Cycle,51552,58,48,16,44,33,30,4,1
Married,2,0,Master,62858,23,0,36,0,17,51,0,1
Married,0,2,Graduation,104213,28,0,24,108,94,72,0,1
Single,0,0,Master,87515,24,179,15,75,24,20,17,1
Married,0,2,Graduation,87886,21,0,24,87,94,66,0,1
Single,0,0,Graduation,60657,49,108,9,49,19,18,6,1
Single,0,0,Graduation,38417,44,73,4,34,18,7,6,1
Together,2,2,Master,65046,0,0,38,0,64,88,0,0
Single,0,0,Graduation,69150,31,153,15,71,21,20,9,1
Single,0,0,Graduation,80262,62,172,18,70,23,18,8,0
Single,0,0,2n Cycle,64424,59,149,9,67,22,11,11,0
Together,1,0,2n Cycle,67844,38,76,24,50,22,26,7,1
Married,0,1,Graduation,70428,42,66,14,68,43,39,9,1
Married,2,2,Graduation,82746,12,0,56,0,92,92,0,1
Together,2,2,2n Cycle,47363,46,0,27,0,48,66,0,0
Together,1,1,Master,74863,28,0,20,38,38,53,0,1
Single,0,0,Graduation,59559,25,124,10,47,17,11,9,1
Married,1,1,2n Cycle,89681,5,0,35,47,76,59,0,1
Married,0,2,2n Cycle,25164,11,0,5,25,24,23,0,0
Married,0,1,2n Cycle,65724,26,62,10,62,49,29,6,1
Single,0,0,Graduation,66738,68,131,17,58,16,22,13,1
Together,1,0,Master,45196,80,46,18,27,8,10,5,1
Married,2,0,Graduation,84107,47,0,49,0,23,56,0,1
Single,0,0,2n Cycle,56025,18,124,12,56,19,14,12,1
Married,0,2,Graduation,58690,17,0,10,65,49,32,0,1
Single,1,0,Graduation,78277,20,70,23,33,34,31,9,1
Single,0,0,Graduation,51842,40,103,10,40,19,9,18,0
Married,2,0,Master,92128,18,0,70,0,36,79,0,1
Single,0,0,Graduation,65799,52,146,9,57,25,20,14,0
Married,1,0,2n Cycle,61850,34,63,23,32,25,28,5,1
Married,2,2,Master,64859,36,0,30,0,56,69,0,0
Single,1,0,Graduation,52297,48,45,24,24,15,22,3,0
Widow,0,0,Graduation,91196,60,183,16,91,36,20,24,1
Single,0,0,Master,87295,30,174,21,80,32,24,18,1
Single,0,0,Master,80423,56,133,21,86,33,25,22,1
Single,0,0,Master,69562,31,143,12,74,25,15,10,1
Single,0,0,Graduation,73393,41,133,13,82,26,14,13,1
Single,0,0,Graduation,67745,30,117,15,72,14,15,10,1
Married,0,1,2n Cycle,58970,44,55,12,60,39,28,7,0
Widow,0,0,Graduation,64260,63,134,13,72,23,9,13,1
Single,0,0,Graduation,58296,61,118,13,52,12,24,7,0
Married,0,0,Master,70480,48,163,17,71,27,12,17,1
Married,0,0,Basic,61947,41,107,12,69,19,20,17,0
Together,0,0,2n Cycle,85093,41,189,16,81,36,22,22,1
Married,1,2,Graduation,77198,50,0,37,42,73,79,0,1
Single,0,0,PhD,102037,27,219,25,127,40,31,21,1
Single,0,0,Master,70007,49,123,12,73,24,20,16,1
Married,0,1,PhD,87483,53,91,23,102,63,53,7,0
Together,2,1,Graduation,43274,30,0,33,0,32,46,0,1
Single,0,0,Basic,59596,57,118,13,58,31,21,9,1
Single,0,0,Graduation,53158,77,110,10,50,17,10,16,1
Together,0,2,Master,60090,32,0,8,65,56,55,0,0
Together,0,1,2n Cycle,45802,36,47,11,50,20,22,7,0
Widow,0,0,Graduation,83308,44,180,19,88,20,22,15,1
Married,0,0,2n Cycle,59331,51,120,15,50,14,20,19,1
Single,0,0,Graduation,87700,61,167,16,71,33,22,22,1
Married,1,2,Graduation,89785,44,0,42,49,84,96,0,1
Married,0,2,2n Cycle,59987,38,0,13,63,62,45,0,0
Single,0,0,Graduation,27387,17,55,3,35,8,8,7,0
Married,0,2,Graduation,74775,10,0,12,86,81,54,0,1
Married,1,2,Graduation,68349,42,0,30,45,68,67,0,1
Single,0,0,Master,83348,32,183,12,92,18,19,22,1
Married,0,2,2n Cycle,68201,48,0,15,65,72,38,0,1
Married,1,2,Master,97264,37,0,30,59,96,99,0,1
Widow,0,0,Basic,72399,39,131,14,68,20,11,8,1
Single,0,0,Graduation,43849,33,93,7,40,16,7,9,0
Single,0,0,Graduation,51795,42,92,11,52,19,19,4,0
Married,1,0,PhD,83183,39,90,35,51,26,37,10,0
Single,0,0,Graduation,60473,23,124,16,63,20,26,13,1
Married,1,0,Graduation,68955,52,72,23,24,31,46,5,1
Married,1,1,Graduation,83776,42,0,29,51,57,59,0,1
Single,0,0,Graduation,70542,45,155,17,72,19,20,19,1
Married,0,0,Graduation,66682,46,160,11,68,23,20,12,0
Married,0,1,Graduation,82941,58,69,17,84,75,45,9,1
Single,0,0,Graduation,45433,34,84,9,32,17,10,10,1
Together,1,2,Graduation,76487,22,0,36,30,73,62,0,1
Together,0,2,Master,86034,32,0,21,80,96,52,0,1
Married,1,0,Graduation,77132,28,81,32,40,26,33,9,1
Married,2,0,2n Cycle,75885,30,0,56,0,27,69,0,1
Married,1,1,Master,89856,7,0,27,54,67,79,0,1
Together,0,2,Graduation,81715,26,0,14,92,97,72,0,1
Married,0,0,Graduation,84127,39,183,13,76,30,25,19,1
Married,2,2,Basic,78112,10,0,46,0,78,94,0,1
Together,1,1,Graduation,42405,55,0,24,23,26,31,0,1
Single,0,0,Graduation,64986,50,104,16,60,29,11,12,0
Together,1,0,PhD,82310,35,69,37,42,31,45,7,0
Single,0,0,Basic,52283,35,134,13,49,14,13,12,0
Single,0,0,Basic,63514,20,125,11,85,29,17,10,1
Single,0,0,PhD,81934,31,178,19,93,29,19,13,1
Widow,0,0,PhD,96328,41,181,23,96,29,20,7,1
Together,0,0,Basic,60005,42,109,12,45,12,13,12,1
Married,0,0,Master,57400,33,133,6,61,28,16,13,0
Married,0,2,Graduation,96340,55,0,17,112,97,72,0,1
Married,2,1,Master,78428,43,0,41,0,47,70,0,1
Together,1,0,Master,95155,28,95,39,46,37,50,8,1
Married,0,0,2n Cycle,55180,53,109,18,49,23,13,15,0
Single,0,0,Graduation,49314,64,115,6,38,19,14,9,0
Single,0,0,Basic,46586,50,84,6,46,16,5,9,1
Married,1,1,Basic,60537,31,0,23,35,44,47,0,0
Married,0,2,Basic,52383,7,0,8,65,56,42,0,1
Single,0,0,Master,57932,43,121,11,56,23,13,12,0
Single,0,0,Graduation,68557,31,147,21,62,21,22,19,1
Together,1,2,Graduation,87746,17,0,33,50,92,76,0,1
Single,1,0,Master,94888,30,101,31,45,33,44,5,1
Married,2,1,Graduation,68599,24,0,31,0,49,74,0,0
Widow,0,0,Graduation,61809,38,133,16,63,23,15,10,1
Married,0,2,Basic,56057,14,0,9,53,49,42,0,0
Single,0,0,Graduation,88672,14,195,23,82,30,22,16,1
Married,0,1,2n Cycle,83431,49,98,17,64,53,40,7,1
Together,0,1,Master,78785,62,63,16,77,58,41,5,1
Married,1,1,Graduation,65994,34,0,31,48,42,43,0,1
Widow,0,0,Master,98679,23,197,26,99,20,30,13,1
Single,1,0,Graduation,96939,50,96,35,60,28,51,7,1
Married,1,2,Graduation,70859,58,0,30,42,72,63,0,1
Married,0,2,Graduation,43446,53,0,9,45,41,37,0,1
Together,0,0,Graduation,50607,65,95,14,42,16,17,8,1
Single,0,0,Master,70937,25,145,16,75,32,16,14,1
Together,0,0,Basic,50664,36,102,15,35,19,18,10,1
Married,2,0,Graduation,93408,48,0,57,0,25,75,0,1
Single,0,0,Graduation,54126,26,120,10,52,12,12,17,1
Single,0,0,Master,67383,34,133,16,57,16,22,8,1
Together,0,1,Graduation,56288,42,59,10,56,40,31,7,1
Single,0,0,Master,81684,49,170,17,82,23,18,22,1
Single,0,0,Graduation,50092,40,104,15,60,20,12,10,1
Single,0,0,2n Cycle,54477,44,96,13,33,27,24,13,0
Together,1,2,Graduation,43148,33,0,17,20,40,53,0,0
Married,2,2,Master,72070,19,0,35,0,85,79,0,1
Married,1,1,PhD,114941,20,0,45,62,79,76,0,1
Single,0,0,Basic,76637,40,151,13,82,42,17,13,1
Married,1,2,Master,90108,17,0,30,41,100,85,0,1
Married,0,1,Graduation,79617,50,77,13,100,59,52,6,1
Together,1,1,Basic,43561,40,0,22,25,26,17,0,0
Together,0,1,Graduation,68985,37,45,11,56,58,28,6,1
Single,0,0,2n Cycle,60485,40,97,20,59,22,13,10,1
Married,2,1,Graduation,73260,43,0,53,0,56,69,0,1
Single,0,0,Graduation,75098,36,156,16,88,28,20,12,0
Married,0,0,Graduation,58848,54,121,11,55,18,13,17,0
Single,0,0,Graduation,101430,57,220,21,98,24,23,21,1
Single,0,0,Graduation,87371,48,152,22,79,39,22,17,1
Single,0,0,Graduation,50820,20,131,11,62,14,12,9,1
Married,1,2,Graduation,74613,21,0,21,37,72,85,0,1
Single,0,0,Graduation,54017,31,107,12,57,26,10,10,1
Married,0,2,Master,89542,13,0,10,105,74,72,0,1
Married,0,2,Graduation,71661,49,0,19,83,73,47,0,1
Single,0,0,Graduation,34774,52,62,9,31,11,8,8,0
Married,1,2,Graduation,59185,0,0,28,22,67,63,0,1
Single,0,0,Graduation,82897,41,153,21,95,26,13,15,1
Married,2,2,Graduation,69717,13,0,37,0,70,99,0,1
Married,1,0,Graduation,69579,51,61,29,32,23,22,9,1
Single,0,0,Basic,60037,34,123,6,61,18,14,9,1
Single,0,0,Graduation,77099,47,144,19,74,27,12,26,0
Single,0,0,Graduation,61663,48,133,9,60,18,22,8,1
Together,0,0,Basic,20510,35,37,4,27,8,3,5,0
Married,1,0,Graduation,60953,23,56,28,31,31,26,8,1
Married,0,2,Master,47840,65,0,10,40,45,42,0,1
Married,1,0,Master,59006,44,57,18,26,23,23,0,1
Single,0,0,2n Cycle,59156,44,119,13,75,21,12,6,0
Married,0,0,PhD,90693,59,191,27,92,32,18,11,1
Married,1,1,Graduation,92131,57,0,37,61,75,67,0,1
Single,0,0,Graduation,62508,66,149,21,68,24,18,17,0
Single,0,0,Graduation,49828,24,107,9,45,15,14,8,1
Single,0,0,Graduation,81043,42,157,15,71,24,20,9,1
